ts,open,high,low,close,volume,oi
2025-07-24T10:45:00+0000,25168.75,25174.85,25163.0,25166.9,0,
2025-07-24T11:00:00+0000,25166.35,25169.6,25146.85,25148.45,0,
2025-07-24T11:15:00+0000,25147.95,25148.7,25101.6,25112.65,0,
2025-07-24T11:30:00+0000,25113.25,25116.5,25089.65,25099.05,0,
2025-07-24T11:45:00+0000,25099.65,25114.6,25067.1,25072.3,0,
2025-07-24T12:00:00+0000,25072.8,25072.8,25018.7,25049.45,0,
2025-07-24T12:15:00+0000,25049.6,25078.2,25047.25,25078.05,0,
2025-07-24T12:30:00+0000,25077.5,25091.2,25068.35,25078.0,0,
2025-07-24T12:45:00+0000,25078.7,25088.5,25040.8,25040.8,0,
2025-07-24T13:00:00+0000,25041.85,25070.85,25030.65,25066.2,0,
2025-07-24T13:15:00+0000,25066.1,25067.7,25050.45,25058.85,0,
2025-07-24T13:30:00+0000,25059.55,25081.1,25051.5,25077.05,0,
2025-07-24T13:45:00+0000,25077.1,25101.6,25053.85,25068.6,0,
2025-07-24T14:00:00+0000,25068.4,25101.2,25063.3,25091.35,0,
2025-07-24T14:15:00+0000,25091.0,25103.25,25072.4,25077.2,0,
2025-07-24T14:30:00+0000,25077.05,25093.0,25068.5,25074.45,0,
2025-07-24T14:45:00+0000,25074.75,25077.05,25047.65,25049.05,0,
2025-07-24T15:00:00+0000,25049.45,25071.05,25046.9,25069.0,0,
2025-07-24T15:15:00+0000,25068.8,25069.6,25046.3,25051.9,0,
2025-07-25T09:15:00+0000,25010.35,25010.35,24907.45,24990.85,0,
2025-07-25T09:30:00+0000,24991.55,24993.85,24924.6,24926.35,0,
2025-07-25T09:45:00+0000,24926.6,24946.85,24912.7,24928.55,0,
2025-07-25T10:00:00+0000,24928.85,24940.75,24903.15,24903.3,0,
2025-07-25T10:15:00+0000,24903.2,24903.3,24863.45,24870.65,0,
2025-07-25T10:30:00+0000,24870.45,24875.2,24844.45,24873.5,0,
2025-07-25T10:45:00+0000,24872.35,24880.2,24859.7,24870.25,0,
2025-07-25T11:00:00+0000,24870.6,24891.6,24861.35,24868.5,0,
2025-07-25T11:15:00+0000,24868.9,24889.45,24854.8,24883.05,0,
2025-07-25T11:30:00+0000,24882.75,24916.85,24855.85,24865.45,0,
2025-07-25T11:45:00+0000,24865.0,24865.5,24830.85,24846.55,0,
2025-07-25T12:00:00+0000,24846.4,24848.25,24833.1,24844.15,0,
2025-07-25T12:15:00+0000,24844.4,24846.05,24811.65,24828.35,0,
2025-07-25T12:30:00+0000,24828.15,24886.6,24827.8,24864.7,0,
2025-07-25T12:45:00+0000,24865.25,24875.6,24852.35,24855.9,0,
2025-07-25T13:00:00+0000,24855.6,24868.5,24847.35,24857.55,0,
2025-07-25T13:15:00+0000,24857.55,24872.85,24847.85,24856.35,0,
2025-07-25T13:30:00+0000,24856.3,24864.4,24806.35,24863.3,0,
2025-07-25T13:45:00+0000,24863.35,24880.05,24857.05,24874.4,0,
2025-07-25T14:00:00+0000,24873.35,24879.85,24835.9,24839.35,0,
2025-07-25T14:15:00+0000,24839.15,24854.35,24813.85,24835.8,0,
2025-07-25T14:30:00+0000,24831.8,24848.3,24825.25,24832.15,0,
2025-07-25T14:45:00+0000,24832.3,24836.9,24818.15,24833.95,0,
2025-07-25T15:00:00+0000,24833.7,24849.0,24808.4,24844.4,0,
2025-07-25T15:15:00+0000,24844.4,24845.4,24823.05,24832.2,0,
2025-07-28T09:15:00+0000,24782.45,24799.8,24732.7,24785.3,0,
2025-07-28T09:30:00+0000,24784.05,24854.7,24784.05,24785.05,0,
2025-07-28T09:45:00+0000,24782.85,24827.0,24781.15,24802.85,0,
2025-07-28T10:00:00+0000,24803.65,24844.25,24802.6,24844.25,0,
2025-07-28T10:15:00+0000,24844.1,24889.2,24844.1,24870.9,0,
2025-07-28T10:30:00+0000,24871.9,24885.3,24814.75,24819.7,0,
2025-07-28T10:45:00+0000,24820.4,24828.15,24775.8,24827.0,0,
2025-07-28T11:00:00+0000,24826.85,24844.55,24797.05,24807.55,0,
2025-07-28T11:15:00+0000,24807.4,24822.8,24803.95,24814.45,0,
2025-07-28T11:30:00+0000,24815.3,24824.6,24780.35,24799.1,0,
2025-07-28T11:45:00+0000,24800.15,24818.4,24791.75,24818.4,0,
2025-07-28T12:00:00+0000,24818.3,24820.4,24778.95,24782.8,0,
2025-07-28T12:15:00+0000,24782.55,24795.25,24772.45,24794.0,0,
2025-07-28T12:30:00+0000,24793.35,24798.35,24771.25,24771.75,0,
2025-07-28T12:45:00+0000,24771.8,24774.45,24715.15,24733.45,0,
2025-07-28T13:00:00+0000,24734.6,24735.4,24701.0,24707.6,0,
2025-07-28T13:15:00+0000,24707.15,24714.1,24685.05,24687.2,0,
2025-07-28T13:30:00+0000,24687.4,24696.6,24661.1,24668.4,0,
2025-07-28T13:45:00+0000,24668.8,24698.95,24663.85,24676.65,0,
2025-07-28T14:00:00+0000,24675.95,24687.4,24646.6,24675.05,0,
2025-07-28T14:15:00+0000,24676.9,24693.55,24672.2,24672.7,0,
2025-07-28T14:30:00+0000,24671.9,24705.85,24670.2,24704.55,0,
2025-07-28T14:45:00+0000,24703.25,24704.2,24677.75,24700.35,0,
2025-07-28T15:00:00+0000,24701.95,24703.55,24672.2,24679.75,0,
2025-07-28T15:15:00+0000,24679.75,24687.85,24669.6,24673.95,0,
2025-07-29T09:15:00+0000,24609.65,24712.15,24598.6,24708.7,0,
2025-07-29T09:30:00+0000,24710.0,24712.6,24669.1,24694.2,0,
2025-07-29T09:45:00+0000,24694.85,24727.15,24683.85,24699.05,0,
2025-07-29T10:00:00+0000,24694.7,24717.25,24663.85,24664.55,0,
2025-07-29T10:15:00+0000,24665.15,24670.9,24628.05,24632.9,0,
2025-07-29T10:30:00+0000,24633.1,24649.8,24631.85,24642.6,0,
2025-07-29T10:45:00+0000,24642.2,24645.65,24614.3,24645.25,0,
2025-07-29T11:00:00+0000,24645.05,24660.25,24635.75,24658.6,0,
2025-07-29T11:15:00+0000,24658.65,24698.45,24658.65,24683.65,0,
2025-07-29T11:30:00+0000,24683.95,24705.45,24672.1,24675.3,0,
2025-07-29T11:45:00+0000,24676.95,24688.8,24665.8,24673.25,0,
2025-07-29T12:00:00+0000,24672.9,24702.15,24662.95,24695.05,0,
2025-07-29T12:15:00+0000,24695.05,24707.4,24685.65,24696.65,0,
2025-07-29T12:30:00+0000,24696.55,24715.9,24683.7,24697.95,0,
2025-07-29T12:45:00+0000,24698.15,24714.45,24694.9,24708.55,0,
2025-07-29T13:00:00+0000,24709.05,24738.0,24702.95,24734.85,0,
2025-07-29T13:15:00+0000,24734.7,24742.7,24727.2,24734.95,0,
2025-07-29T13:30:00+0000,24735.0,24765.45,24734.45,24758.85,0,
2025-07-29T13:45:00+0000,24758.5,24796.1,24757.75,24785.0,0,
2025-07-29T14:00:00+0000,24785.2,24810.3,24784.95,24798.35,0,
2025-07-29T14:15:00+0000,24799.15,24820.3,24794.25,24819.1,0,
2025-07-29T14:30:00+0000,24819.1,24828.15,24772.7,24791.8,0,
2025-07-29T14:45:00+0000,24792.35,24802.8,24771.8,24791.5,0,
2025-07-29T15:00:00+0000,24794.35,24823.65,24772.25,24813.45,0,
2025-07-29T15:15:00+0000,24814.15,24847.15,24813.5,24830.4,0,
2025-07-30T09:15:00+0000,24890.4,24892.05,24813.9,24833.2,0,
2025-07-30T09:30:00+0000,24832.65,24879.95,24831.95,24877.2,0,
2025-07-30T09:45:00+0000,24876.65,24877.05,24815.05,24839.35,0,
2025-07-30T10:00:00+0000,24839.35,24848.55,24830.65,24843.05,0,
2025-07-30T10:15:00+0000,24843.45,24858.75,24810.15,24810.95,0,
2025-07-30T10:30:00+0000,24810.75,24826.6,24786.4,24799.05,0,
2025-07-30T10:45:00+0000,24799.55,24822.8,24771.95,24817.2,0,
2025-07-30T11:00:00+0000,24817.25,24847.85,24809.3,24846.5,0,
2025-07-30T11:15:00+0000,24847.3,24902.3,24847.3,24898.7,0,
2025-07-30T11:30:00+0000,24898.5,24898.5,24840.9,24869.65,0,
2025-07-30T11:45:00+0000,24868.7,24884.2,24859.55,24876.3,0,
2025-07-30T12:00:00+0000,24876.95,24877.65,24850.1,24852.1,0,
2025-07-30T12:15:00+0000,24851.85,24874.6,24849.6,24867.25,0,
2025-07-30T12:30:00+0000,24867.4,24874.85,24855.8,24857.25,0,
2025-07-30T12:45:00+0000,24857.7,24875.0,24853.7,24865.55,0,
2025-07-30T13:00:00+0000,24866.35,24872.55,24832.65,24849.55,0,
2025-07-30T13:15:00+0000,24849.9,24857.45,24833.25,24835.85,0,
2025-07-30T13:30:00+0000,24835.95,24866.05,24831.6,24862.8,0,
2025-07-30T13:45:00+0000,24864.25,24869.45,24849.6,24866.95,0,
2025-07-30T14:00:00+0000,24867.3,24874.9,24846.15,24859.95,0,
2025-07-30T14:15:00+0000,24860.15,24879.2,24852.85,24877.0,0,
2025-07-30T14:30:00+0000,24876.25,24890.4,24868.45,24872.35,0,
2025-07-30T14:45:00+0000,24870.75,24878.15,24852.25,24853.5,0,
2025-07-30T15:00:00+0000,24853.75,24867.25,24850.45,24858.15,0,
2025-07-30T15:15:00+0000,24860.45,24860.45,24840.75,24844.55,0,
2025-07-31T09:15:00+0000,24642.25,24728.95,24635.0,24709.4,0,
2025-07-31T09:30:00+0000,24708.4,24718.75,24684.65,24707.95,0,
2025-07-31T09:45:00+0000,24707.85,24709.35,24687.8,24694.1,0,
2025-07-31T10:00:00+0000,24692.75,24693.75,24653.6,24673.6,0,
2025-07-31T10:15:00+0000,24673.2,24692.8,24666.7,24678.4,0,
2025-07-31T10:30:00+0000,24677.3,24693.1,24664.25,24693.1,0,
2025-07-31T10:45:00+0000,24693.5,24728.7,24693.05,24713.4,0,
2025-07-31T11:00:00+0000,24715.9,24776.55,24715.15,24747.35,0,
2025-07-31T11:15:00+0000,24746.95,24805.25,24742.05,24781.95,0,
2025-07-31T11:30:00+0000,24782.3,24820.2,24780.3,24813.9,0,
2025-07-31T11:45:00+0000,24814.9,24822.4,24793.0,24798.65,0,
2025-07-31T12:00:00+0000,24798.55,24819.35,24755.9,24819.35,0,
2025-07-31T12:15:00+0000,24819.7,24850.0,24819.25,24826.45,0,
2025-07-31T12:30:00+0000,24827.9,24874.45,24827.65,24856.35,0,
2025-07-31T12:45:00+0000,24856.15,24906.05,24846.25,24897.15,0,
2025-07-31T13:00:00+0000,24897.5,24928.45,24886.2,24900.45,0,
2025-07-31T13:15:00+0000,24900.45,24926.95,24890.1,24926.95,0,
2025-07-31T13:30:00+0000,24926.3,24956.5,24915.15,24921.65,0,
2025-07-31T13:45:00+0000,24921.5,24935.05,24901.3,24907.8,0,
2025-07-31T14:00:00+0000,24907.75,24952.7,24905.9,24926.45,0,
2025-07-31T14:15:00+0000,24924.45,24926.1,24863.4,24867.15,0,
2025-07-31T14:30:00+0000,24862.75,24893.15,24843.05,24879.5,0,
2025-07-31T14:45:00+0000,24878.85,24881.2,24835.1,24852.0,0,
2025-07-31T15:00:00+0000,24844.75,24844.75,24752.5,24762.45,0,
2025-07-31T15:15:00+0000,24762.3,24766.6,24747.55,24765.6,0,
2025-08-01T09:15:00+0000,24734.9,24759.75,24679.3,24686.9,0,
2025-08-01T09:30:00+0000,24685.5,24738.7,24672.2,24709.0,0,
2025-08-01T09:45:00+0000,24708.35,24724.65,24685.15,24696.9,0,
2025-08-01T10:00:00+0000,24696.55,24747.35,24684.65,24745.65,0,
2025-08-01T10:15:00+0000,24745.6,24777.8,24735.1,24764.45,0,
2025-08-01T10:30:00+0000,24764.7,24784.15,24756.0,24769.45,0,
2025-08-01T10:45:00+0000,24769.35,24772.6,24735.3,24743.4,0,
2025-08-01T11:00:00+0000,24743.45,24771.3,24707.1,24710.45,0,
2025-08-01T11:15:00+0000,24710.75,24717.95,24668.95,24692.7,0,
2025-08-01T11:30:00+0000,24692.65,24694.5,24644.05,24646.9,0,
2025-08-01T11:45:00+0000,24647.2,24675.75,24646.9,24659.4,0,
2025-08-01T12:00:00+0000,24659.3,24671.2,24646.15,24654.05,0,
2025-08-01T12:15:00+0000,24654.95,24675.95,24647.1,24664.75,0,
2025-08-01T12:30:00+0000,24665.3,24697.45,24611.05,24635.45,0,
2025-08-01T12:45:00+0000,24636.15,24655.85,24633.0,24645.4,0,
2025-08-01T13:00:00+0000,24644.9,24666.95,24634.5,24655.4,0,
2025-08-01T13:15:00+0000,24656.1,24684.75,24648.45,24683.75,0,
2025-08-01T13:30:00+0000,24684.2,24692.65,24615.6,24668.6,0,
2025-08-01T13:45:00+0000,24669.5,24672.45,24637.5,24643.85,0,
2025-08-01T14:00:00+0000,24644.55,24663.95,24636.9,24651.75,0,
2025-08-01T14:15:00+0000,24651.45,24659.7,24618.45,24627.85,0,
2025-08-01T14:30:00+0000,24628.3,24652.0,24603.6,24619.6,0,
2025-08-01T14:45:00+0000,24620.2,24641.3,24610.4,24613.8,0,
2025-08-01T15:00:00+0000,24610.75,24617.7,24535.05,24545.65,0,
2025-08-01T15:15:00+0000,24544.3,24575.2,24539.9,24572.15,0,
2025-08-04T09:15:00+0000,24596.05,24666.4,24562.85,24660.5,0,
2025-08-04T09:30:00+0000,24659.65,24669.95,24597.5,24598.0,0,
2025-08-04T09:45:00+0000,24598.15,24646.35,24554.0,24608.1,0,
2025-08-04T10:00:00+0000,24607.75,24638.35,24597.0,24624.3,0,
2025-08-04T10:15:00+0000,24623.7,24652.3,24609.2,24618.5,0,
2025-08-04T10:30:00+0000,24618.5,24656.0,24618.45,24641.65,0,
2025-08-04T10:45:00+0000,24641.75,24642.15,24603.8,24625.25,0,
2025-08-04T11:00:00+0000,24625.9,24669.5,24622.15,24664.35,0,
2025-08-04T11:15:00+0000,24664.5,24682.75,24662.35,24666.45,0,
2025-08-04T11:30:00+0000,24666.75,24683.95,24632.55,24669.35,0,
2025-08-04T11:45:00+0000,24669.3,24684.65,24667.85,24679.45,0,
2025-08-04T12:00:00+0000,24679.0,24683.85,24659.55,24676.8,0,
2025-08-04T12:15:00+0000,24676.75,24696.8,24667.3,24694.6,0,
2025-08-04T12:30:00+0000,24694.95,24720.95,24689.65,24692.4,0,
2025-08-04T12:45:00+0000,24692.8,24709.5,24686.75,24705.7,0,
2025-08-04T13:00:00+0000,24705.65,24722.25,24693.05,24698.75,0,
2025-08-04T13:15:00+0000,24698.5,24704.5,24644.1,24668.8,0,
2025-08-04T13:30:00+0000,24671.05,24702.7,24667.3,24701.7,0,
2025-08-04T13:45:00+0000,24701.35,24734.65,24700.7,24718.65,0,
2025-08-04T14:00:00+0000,24718.3,24725.25,24682.2,24719.45,0,
2025-08-04T14:15:00+0000,24721.1,24726.5,24713.8,24721.8,0,
2025-08-04T14:30:00+0000,24721.8,24734.35,24699.75,24699.75,0,
2025-08-04T14:45:00+0000,24698.5,24729.65,24689.1,24725.75,0,
2025-08-04T15:00:00+0000,24726.65,24727.2,24701.7,24719.25,0,
2025-08-04T15:15:00+0000,24719.5,24736.25,24718.55,24726.9,0,
2025-08-05T09:15:00+0000,24720.25,24733.1,24664.2,24673.0,0,
2025-08-05T09:30:00+0000,24672.75,24684.05,24628.25,24631.9,0,
2025-08-05T09:45:00+0000,24631.8,24632.75,24599.35,24605.1,0,
2025-08-05T10:00:00+0000,24606.05,24634.55,24593.15,24618.75,0,
2025-08-05T10:15:00+0000,24618.5,24644.7,24611.1,24625.8,0,
2025-08-05T10:30:00+0000,24625.8,24633.4,24596.85,24615.85,0,
2025-08-05T10:45:00+0000,24616.35,24629.35,24605.05,24620.2,0,
2025-08-05T11:00:00+0000,24620.5,24635.0,24604.15,24635.0,0,
2025-08-05T11:15:00+0000,24633.9,24646.45,24625.75,24637.1,0,
2025-08-05T11:30:00+0000,24637.35,24638.3,24618.45,24632.9,0,
2025-08-05T11:45:00+0000,24633.85,24636.1,24615.7,24624.7,0,
2025-08-05T12:00:00+0000,24625.35,24668.7,24619.3,24658.1,0,
2025-08-05T12:15:00+0000,24658.9,24665.05,24647.85,24657.1,0,
2025-08-05T12:30:00+0000,24656.8,24657.8,24621.7,24649.95,0,
2025-08-05T12:45:00+0000,24649.25,24650.45,24629.6,24639.1,0,
2025-08-05T13:00:00+0000,24637.45,24641.8,24617.0,24627.2,0,
2025-08-05T13:15:00+0000,24628.2,24629.3,24594.3,24605.0,0,
2025-08-05T13:30:00+0000,24604.5,24618.65,24593.0,24609.75,0,
2025-08-05T13:45:00+0000,24609.65,24628.25,24606.25,24624.9,0,
2025-08-05T14:00:00+0000,24623.6,24629.05,24592.0,24612.25,0,
2025-08-05T14:15:00+0000,24611.15,24622.35,24602.85,24622.35,0,
2025-08-05T14:30:00+0000,24621.45,24631.7,24594.6,24624.25,0,
2025-08-05T14:45:00+0000,24624.45,24629.9,24590.3,24611.5,0,
2025-08-05T15:00:00+0000,24611.95,24671.0,24597.9,24667.5,0,
2025-08-05T15:15:00+0000,24667.65,24668.0,24646.4,24649.5,0,
2025-08-06T09:15:00+0000,24641.35,24671.4,24634.35,24651.3,0,
2025-08-06T09:30:00+0000,24650.65,24659.45,24616.15,24621.05,0,
2025-08-06T09:45:00+0000,24620.85,24643.25,24605.85,24620.1,0,
2025-08-06T10:00:00+0000,24619.95,24641.5,24579.7,24605.4,0,
2025-08-06T10:15:00+0000,24605.85,24649.45,24594.45,24602.5,0,
2025-08-06T10:30:00+0000,24602.7,24610.5,24544.15,24564.6,0,
2025-08-06T10:45:00+0000,24564.8,24571.8,24548.9,24556.45,0,
2025-08-06T11:00:00+0000,24556.7,24563.0,24548.2,24561.1,0,
2025-08-06T11:15:00+0000,24561.55,24570.6,24550.3,24569.4,0,
2025-08-06T11:30:00+0000,24568.75,24578.45,24553.55,24566.4,0,
2025-08-06T11:45:00+0000,24566.0,24590.6,24558.3,24580.35,0,
2025-08-06T12:00:00+0000,24580.25,24600.1,24577.3,24587.95,0,
2025-08-06T12:15:00+0000,24587.9,24633.6,24586.2,24616.5,0,
2025-08-06T12:30:00+0000,24615.6,24623.3,24595.55,24600.1,0,
2025-08-06T12:45:00+0000,24600.6,24610.65,24583.25,24608.0,0,
2025-08-06T13:00:00+0000,24609.0,24620.7,24604.4,24618.1,0,
2025-08-06T13:15:00+0000,24617.4,24622.25,24607.65,24620.25,0,
2025-08-06T13:30:00+0000,24620.45,24628.8,24584.8,24615.95,0,
2025-08-06T13:45:00+0000,24615.4,24616.0,24595.35,24598.1,0,
2025-08-06T14:00:00+0000,24598.25,24600.4,24578.55,24583.8,0,
2025-08-06T14:15:00+0000,24583.6,24601.25,24574.1,24574.35,0,
2025-08-06T14:30:00+0000,24574.4,24574.7,24539.2,24560.4,0,
2025-08-06T14:45:00+0000,24560.05,24585.6,24556.85,24567.05,0,
2025-08-06T15:00:00+0000,24570.35,24581.95,24556.35,24576.35,0,
2025-08-06T15:15:00+0000,24577.6,24585.75,24563.4,24569.6,0,
2025-08-07T09:15:00+0000,24464.2,24533.6,24464.2,24525.85,0,
2025-08-07T09:30:00+0000,24526.25,24542.2,24498.5,24504.55,0,
2025-08-07T09:45:00+0000,24503.75,24519.35,24479.1,24481.35,0,
2025-08-07T10:00:00+0000,24481.1,24487.85,24468.0,24476.05,0,
2025-08-07T10:15:00+0000,24476.95,24486.65,24450.15,24450.7,0,
2025-08-07T10:30:00+0000,24450.3,24450.45,24425.1,24435.75,0,
2025-08-07T10:45:00+0000,24435.25,24437.35,24413.35,24426.05,0,
2025-08-07T11:00:00+0000,24426.8,24433.8,24387.55,24411.6,0,
2025-08-07T11:15:00+0000,24410.95,24433.5,24410.3,24425.35,0,
2025-08-07T11:30:00+0000,24424.45,24448.15,24412.5,24423.7,0,
2025-08-07T11:45:00+0000,24423.85,24432.05,24417.1,24426.45,0,
2025-08-07T12:00:00+0000,24426.8,24449.7,24421.15,24442.3,0,
2025-08-07T12:15:00+0000,24440.2,24452.5,24430.85,24436.8,0,
2025-08-07T12:30:00+0000,24437.9,24447.35,24417.85,24434.9,0,
2025-08-07T12:45:00+0000,24434.95,24439.5,24424.25,24435.5,0,
2025-08-07T13:00:00+0000,24435.8,24436.45,24398.7,24403.45,0,
2025-08-07T13:15:00+0000,24402.95,24405.6,24355.7,24358.0,0,
2025-08-07T13:30:00+0000,24357.85,24394.8,24344.15,24385.4,0,
2025-08-07T13:45:00+0000,24386.15,24395.5,24370.05,24388.25,0,
2025-08-07T14:00:00+0000,24388.4,24442.75,24388.4,24427.6,0,
2025-08-07T14:15:00+0000,24427.35,24513.7,24426.6,24469.65,0,
2025-08-07T14:30:00+0000,24469.35,24521.65,24465.7,24515.05,0,
2025-08-07T14:45:00+0000,24514.9,24542.6,24504.25,24537.1,0,
2025-08-07T15:00:00+0000,24537.15,24601.9,24537.15,24592.0,0,
2025-08-07T15:15:00+0000,24592.25,24634.2,24590.05,24626.65,0,
2025-08-08T09:15:00+0000,24544.25,24585.5,24514.35,24515.5,0,
2025-08-08T09:30:00+0000,24514.95,24532.95,24495.95,24499.75,0,
2025-08-08T09:45:00+0000,24500.0,24506.6,24476.2,24477.2,0,
2025-08-08T10:00:00+0000,24477.15,24480.9,24437.55,24449.3,0,
2025-08-08T10:15:00+0000,24448.35,24481.25,24443.15,24467.6,0,
2025-08-08T10:30:00+0000,24467.6,24468.6,24432.7,24437.6,0,
2025-08-08T10:45:00+0000,24437.75,24440.7,24408.3,24422.7,0,
2025-08-08T11:00:00+0000,24422.85,24446.2,24418.8,24440.8,0,
